input_row_index,input_url,sku,ean,oryginal_price,oryginal_url
16,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/muellsaecke-120-liter-blau-mit-zugband-38my-typ-60,HGS400008,4260096563438,61.62,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-muellsaecke-120-liter-blau-mit-zugband-38my-typ-60
17,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-profiline-muellsaecke-120-liter-blau-32-my-typ-60,HGS400344,4025648003448,38.29,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-profiline-muellsaecke-120-liter-blau-32-my-typ-60
18,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-muellbeutel-60-liter-transparent-6my,HGS06668,4260096563636,63.28,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-muellbeutel-60-liter-transparent-6my
19,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-first-plus-abfallsaecke-60-80-liter-weiss-18-my,HGS36008,4001553360081,65.57,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-first-plus-abfallsaecke-60-80-liter-weiss-18-my
20,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-ecofine-abfallsaecke-120-liter-25-my-typ-60-grau,HGS14900,4001553149006,50.71,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-ecofine-abfallsaecke-120-liter-25-my-typ-60-grau
20,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-ecofine-abfallsaecke-120-liter-25-my-typ-60-grau,HGS13900,4001553139007,59.27,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-ecofine-abfallsaecke-120-liter-25-my-typ-60-gelb
20,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-ecofine-abfallsaecke-120-liter-25-my-typ-60-grau,HGS13900,4001553139007,59.27,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-ecofine-abfallsaecke-120-liter-25-my-typ-60-gelb
20,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-ecofine-abfallsaecke-120-liter-25-my-typ-60-grau,HGS11900,4001553119009,61.70,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-ecofine-abfallsaecke-120-liter-25-my-typ-60-rot
20,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-ecofine-abfallsaecke-120-liter-25-my-typ-60-grau,HGS11900,4001553119009,61.70,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-ecofine-abfallsaecke-120-liter-25-my-typ-60-rot
21,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-muellsaecke-120-liter-transparent-17-my-typ-20,HGS402819,4025648028199,59.67,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-muellsaecke-120-liter-transparent-17-my-typ-20
22,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-universal-plus-abfallbeutel-60-80-liter-weiss-8-my,HGS46928,4001553469289,31.69,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-universal-plus-abfallbeutel-60-80-liter-weiss-8-my
23,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-pe-ld-abfallsaecke-90-liter-weiss-15-my,HGS36006,4001553360067,76.45,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-pe-ld-abfallsaecke-90-liter-weiss-15-my
24,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-pe-ld-zugbandsaecke-120-liter-blau-50-my,HGS90099,4001553900997,79.79,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-pe-ld-zugbandsaecke-120-liter-blau-50-my
25,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-pe-ld-abfallsaecke-120-liter-blau-50-my-typ-70,HGS20017,4001553200172,77.50,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-pe-ld-abfallsaecke-120-liter-blau-50-my-typ-70
26,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-muellsaecke-60-liter-schwarz-29-my-typ-40,HGS401591,4025648015915,35.80,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-muellsaecke-60-liter-schwarz-29-my-typ-40
27,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-muellsaecke-70-liter-blau-30my,HGS06601,4025648003318,42.92,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-muellsaecke-70-liter-blau-30my
28,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-premium-abfallsaecke-240-liter-blau-100-my,HGS10115,4001553101158,136.95,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-premium-abfallsaecke-240-liter-blau-100-my
29,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-pe-ld-abfallsaecke-240-liter-blau-75-my,HGS20101,4001553201018,96.78,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-pe-ld-abfallsaecke-240-liter-blau-75-my
30,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-premium-plus-abfallsaecke-120-liter-blau-34-my,HGS20013,4001553200134,63.70,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-premium-plus-abfallsaecke-120-liter-blau-34-my
31,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/biomat-bio-abfallsaecke-240-liter-17-my,HGSBS-240-10,9007730000486,194.76,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/biomat-bio-abfallsaecke-240-liter-17-my
32,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-pe-hd-abfallbeutel-60-liter-transparent-5-my,HGS59024,4001553590242,42.10,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-pe-hd-abfallbeutel-60-liter-transparent-5-my
33,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-muellsaecke-120-liter-schwarz-65-my-typ-100,HGS401427,4025648014277,63.47,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-muellsaecke-120-liter-schwarz-65-my-typ-100
34,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-premium-abfallsaecke-120-liter-blau-70-my,HGS10010,4001553100106,98.78,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-premium-abfallsaecke-120-liter-blau-70-my
35,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-pe-ld-abfallsaecke-120-liter-32-my-typ-60-blau,HGS20055D,4001553200554,55.56,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-pe-ld-abfallsaecke-120-liter-32-my-typ-60-blau
35,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-pe-ld-abfallsaecke-120-liter-32-my-typ-60-blau,HGS22012,4001553220125,66.09,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-pe-ld-abfallsaecke-120-liter-32-my-typ-60-gruen
35,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-pe-ld-abfallsaecke-120-liter-32-my-typ-60-blau,HGS22012,4001553220125,66.09,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-pe-ld-abfallsaecke-120-liter-32-my-typ-60-gruen
36,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-premium-abfallsaecke-70-liter-blau-40-my-typ-60,HGS10708,4001553107082,71.50,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-premium-abfallsaecke-70-liter-blau-40-my-typ-60
37,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-premium-abfallsaecke-70-liter-60-my-blau,HGS10712,4001553107129,70.52,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-premium-abfallsaecke-70-liter-60-my-blau
37,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-premium-abfallsaecke-70-liter-60-my-blau,HGS13707,4001553137072,79.19,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-premium-abfallsaecke-70-liter-60-my-gelb
37,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-premium-abfallsaecke-70-liter-60-my-blau,HGS13707,4001553137072,79.19,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-premium-abfallsaecke-70-liter-60-my-gelb
37,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-premium-abfallsaecke-70-liter-60-my-blau,HGS11708,4001553117081,82.15,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-premium-abfallsaecke-70-liter-60-my-rot
37,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-premium-abfallsaecke-70-liter-60-my-blau,HGS11708,4001553117081,82.15,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-premium-abfallsaecke-70-liter-60-my-rot
38,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-pe-ld-abfallsaecke-180-liter-transparent-60-my,HGS99129,4001553991292,96.43,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-pe-ld-abfallsaecke-180-liter-transparent-60-my
39,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-premium-abfallsaecke-120-liter-60-my-blau,HGS10035,4001553100359,85.79,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-premium-abfallsaecke-120-liter-60-my-blau
39,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-premium-abfallsaecke-120-liter-60-my-blau,HGS13003,4001553130035,97.48,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-premium-abfallsaecke-120-liter-60-my-gelb
39,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-premium-abfallsaecke-120-liter-60-my-blau,HGS13003,4001553130035,97.48,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-premium-abfallsaecke-120-liter-60-my-gelb
39,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-premium-abfallsaecke-120-liter-60-my-blau,HGS12003,4001553120036,93.58,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-premium-abfallsaecke-120-liter-60-my-gruen
39,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-premium-abfallsaecke-120-liter-60-my-blau,HGS12003,4001553120036,93.58,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-premium-abfallsaecke-120-liter-60-my-gruen
39,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-premium-abfallsaecke-120-liter-60-my-blau,HGS15004,4001553150040,97.48,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-premium-abfallsaecke-120-liter-60-my-schwarz
40,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-ulith-muellbeutel-60-liter-transparent-6-my,HGS410017,4025648100178,51.07,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-ulith-muellbeutel-60-liter-transparent-6-my
41,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-premium-abfallsaecke-180-liter-blau-100-my,HGS10114,4001553101141,119.64,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-premium-abfallsaecke-180-liter-blau-100-my
42,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/starpak-muellsaecke-ldpe-blauer-engel-240-l-145-cm-x-120-cm-schwarz,HGS,,brak ceny,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/starpak-muellsaecke-ldpe-blauer-engel-240-l-145-cm-x-120-cm-schwarz
43,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-universal-plus-abfallbeutel-60-80-liter-weiss-10-my,HGS46923,4001553469234,56.82,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-universal-plus-abfallbeutel-60-80-liter-weiss-10-my
44,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/starpak-muellsaecke-ldpe-140-l-110-cm-x-80-cm-schwarz,HGS12396-pap,4002911223963,43.59,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/starpak-muellsaecke-ldpe-140-l-110-cm-x-80-cm-schwarz
45,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-pe-ld-abfallsaecke-70-liter-gruen-34-my-typ-60,HGS12730,4001553127301,52.03,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-pe-ld-abfallsaecke-70-liter-gruen-34-my-typ-60
46,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-muellsaecke-mit-seitenfalten-240-liter-blau-84-my-typ-100,HGS400532,4025648005329,59.26,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-muellsaecke-mit-seitenfalten-240-liter-blau-84-my-typ-100
47,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-first-plus-abfallbeutel-60-liter-weiss-23-my,HGS36519,4001553365192,109.52,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-first-plus-abfallbeutel-60-liter-weiss-23-my
48,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-muellsaecke-120-liter-transparent-35-my-typ-60,HGS401719,4025648017193,61.46,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-muellsaecke-120-liter-transparent-35-my-typ-60
49,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-premium-abfallsaecke-120-liter-transparent-40-my-typ-60,HGS19002,4001553190022,99.58,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-premium-abfallsaecke-120-liter-transparent-40-my-typ-60
50,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/starpak-muellsaecke-ldpe-120-l-110-cm-x-70-cm-schwarz-extra-stark-und-extra-reissfest,HGS12134-pap,4002911221341,52.91,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/starpak-muellsaecke-ldpe-120-l-110-cm-x-70-cm-schwarz-extra-stark-und-extra-reissfest
51,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-ulith-muelleimerbeutel-mit-zugband-60-liter-gruen-10-5-my,HGS410081,4025648100819,78.77,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-ulith-muelleimerbeutel-mit-zugband-60-liter-gruen-10-5-my
52,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-premium-abfallsaecke-120-liter-blau-44-my,HGS10306,4001553103060,90.65,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-premium-abfallsaecke-120-liter-blau-44-my
53,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-muellbeutel-60-70-liter-weiss-8-my,HGS410231,4025648102318,30.71,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-muellbeutel-60-70-liter-weiss-8-my
54,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-muellsaecke-120-liter-schwarz-38-my-typ-60,HGS401425,4025648014253,59.17,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-muellsaecke-120-liter-schwarz-38-my-typ-60
55,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-pe-ld-abfallsaecke-infektionswaesche-85-liter-gelb-85-my,HGS93008,4001553930086,175.48,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-pe-ld-abfallsaecke-infektionswaesche-85-liter-gelb-85-my
56,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-muellsaecke-70-liter-transparent-17-my-typ-20,HGS402215,4025648022159,50.62,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-muellsaecke-70-liter-transparent-17-my-typ-20
57,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-premium-abfallsaecke-140-liter-blau-38-my,HGS90059,4001553900591,109.17,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-premium-abfallsaecke-140-liter-blau-38-my
58,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-ulith-muelleimerbeutel-60-liter-transparent-7-my,HGS410015,4025648100154,52.71,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-ulith-muelleimerbeutel-60-liter-transparent-7-my
59,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-muellsaecke-70-liter-61-my-typ-80-schwarz,HGS401523,4025648015236,69.34,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-muellsaecke-70-liter-61-my-typ-80-schwarz
59,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-muellsaecke-70-liter-61-my-typ-80-schwarz,HGS401523,4025648015236,69.34,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-muellsaecke-70-liter-61-my-typ-80-schwarz
60,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-muellsaecke-120-liter-gelb-61-my-typ-80,HGS401542,4025648015427,88.32,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-muellsaecke-120-liter-gelb-61-my-typ-80
61,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-universal-plus-abfallbeutel-60-liter-transparent-6-my,HGS49908,4001553499088,74.30,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-universal-plus-abfallbeutel-60-liter-transparent-6-my
62,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-hostess-muellsaecke-mit-seitenfalten-60-80-liter-weiss-17-my-typ-30,HGS410128,4025648101281,57.43,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-hostess-muellsaecke-mit-seitenfalten-60-80-liter-weiss-17-my-typ-30
63,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-profiline-muellsaecke-120-liter-blau-66-my-typ-100,HGS400349,4025648003493,55.66,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-profiline-muellsaecke-120-liter-blau-66-my-typ-100
64,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/biomat-bio-abfallsaecke-120-liter-17-my,HGSBS-120140-10,9007730000462,185.43,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/biomat-bio-abfallsaecke-120-liter-17-my
65,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-muellsaecke-mit-seitenfalten-140-liter-blau-40-my-typ-60,HGS400350,4025648003509,74.35,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-muellsaecke-mit-seitenfalten-140-liter-blau-40-my-typ-60
66,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/starpak-muellsaecke-mit-zugband-ldpe-60-l-75-cm-x-65-cm-grau,HGS14196-pap,4002911241967,44.73,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/starpak-muellsaecke-mit-zugband-ldpe-60-l-75-cm-x-65-cm-grau
67,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-pe-ld-abfallsaecke-70-liter-rot-150-my,HGS11703,4001553117036,131.65,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-pe-ld-abfallsaecke-70-liter-rot-150-my
68,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/biomat-bioabfallsack-60-80-20-my,HGSBS-6080-10,9007730000448,186.71,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/biomat-bioabfallsack-60-80-20-my
69,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-muellsaecke-mit-seitenfalten-180-liter-blau-56-my-typ-70,HGS400534,4025648005343,60.61,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-muellsaecke-mit-seitenfalten-180-liter-blau-56-my-typ-70
70,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-muellsaecke-mit-seitenfalten-240-liter-blau-56-my-typ-70,HGS400536,4025648005367,67.85,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-muellsaecke-mit-seitenfalten-240-liter-blau-56-my-typ-70
71,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/starpak-muellsaecke-ldpe-120-l-110-cm-x-70-cm-blau-extra-stark-und-extra-reissfest,HGS12132-pap,4002911221327,52.85,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/starpak-muellsaecke-ldpe-120-l-110-cm-x-70-cm-blau-extra-stark-und-extra-reissfest
72,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/unger-niftynabber-bagger-muellsammler-180-liter,HGSNB300,4017942009011,57.42,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/unger-niftynabber-bagger-muellsammler-180-liter
73,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-muellsaecke-mit-zugband-120-liter-blau-38-my-typ-60,HGS400296,4025648002960,68.16,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-muellsaecke-mit-zugband-120-liter-blau-38-my-typ-60
74,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-standard-abfallsaecke-240-liter-transparent-80-my,HGS99016,4001553990165,209.88,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/deiss-standard-abfallsaecke-240-liter-transparent-80-my
75,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-muellsaecke-120-liter-blau-42-my-typ-70,HGS400348,4025648003486,65.83,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-muellsaecke-120-liter-blau-42-my-typ-70
76,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/starpak-muellsaecke-mit-zugband-ldpe-120-l-100-cm-x-70-cm-schwarz,HGS10052-pap,4002911016275,60.21,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/starpak-muellsaecke-mit-zugband-ldpe-120-l-100-cm-x-70-cm-schwarz
77,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/starpak-muellsaecke-mit-zugband-hdpe-60-l-71-cm-x-64-cm-gelb,HGS12435-pap,4002911224359,71.90,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/starpak-muellsaecke-mit-zugband-hdpe-60-l-71-cm-x-64-cm-gelb
78,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-muellsaecke-70-liter-blau-34-my-typ-60,HGS400166,4025648001666,48.43,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/wbv-muellsaecke-70-liter-blau-34-my-typ-60
79,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/biomat-bioabfallsack-40-60-liter-20-my,HGSBS-4060-10,9007730002398,196.96,https://www.hygiene-shop.com/muellsaecke-ab-60-liter/biomat-bioabfallsack-40-60-liter-20-my
